Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
Male,Loyal Customer,26,Business travel,Business,4518,3,5,4,5,3,3,3,3,3,3,4,1,3,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,60,Business travel,Business,2353,1,1,1,1,4,4,4,4,4,4,4,4,4,5,1.0,0.0,satisfied
Female,Loyal Customer,56,Business travel,Business,2802,1,1,3,3,5,1,2,5,5,4,1,1,5,3,28.0,26.0,neutral or dissatisfied
Male,disloyal Customer,38,Business travel,Business,1826,1,1,1,5,3,1,5,3,5,2,4,3,4,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Eco Plus,1637,4,2,2,2,4,4,4,4,4,3,5,5,1,4,12.0,32.0,satisfied
Male,disloyal Customer,20,Business travel,Eco,1693,2,3,2,2,1,2,1,1,2,3,3,5,3,1,3.0,4.0,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Business,1711,2,2,2,2,5,5,4,5,5,5,5,5,5,4,4.0,2.0,satisfied
Male,Loyal Customer,35,Business travel,Business,2126,3,3,3,3,1,3,2,5,5,5,5,1,5,1,11.0,5.0,satisfied
Female,Loyal Customer,58,Personal Travel,Eco,1271,5,5,5,5,2,4,5,4,4,4,4,3,4,5,3.0,57.0,satisfied
Female,Loyal Customer,32,Personal Travel,Eco,1624,5,5,5,5,2,4,4,3,3,4,3,3,3,3,39.0,34.0,satisfied
Female,Loyal Customer,9,Personal Travel,Eco,2080,3,5,3,4,1,3,1,1,4,2,1,4,3,1,8.0,7.0,neutral or dissatisfied
Female,Loyal Customer,64,Business travel,Business,1734,0,0,0,2,3,4,5,3,3,5,5,5,3,4,16.0,2.0,satisfied
Female,disloyal Customer,35,Business travel,Eco,2065,2,2,2,4,2,2,2,2,3,1,3,1,3,2,3.0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,483,3,3,3,3,3,4,5,5,5,5,5,4,5,5,4.0,4.0,satisfied
Male,Loyal Customer,50,Personal Travel,Eco,1923,2,5,2,3,1,2,1,1,4,3,4,4,5,1,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,1572,5,5,5,3,3,5,3,3,4,5,5,4,4,3,0.0,0.0,satisfied
Female,Loyal Customer,50,Business travel,Business,3110,5,5,1,5,2,4,5,5,5,4,5,5,5,3,14.0,5.0,satisfied
Male,Loyal Customer,43,Business travel,Business,223,0,5,0,2,5,2,1,3,3,3,3,5,3,2,89.0,81.0,satisfied
Female,Loyal Customer,24,Personal Travel,Eco,1480,3,3,3,3,4,5,4,4,4,4,4,5,4,5,0.0,0.0,satisfied
Male,Loyal Customer,45,Business travel,Business,557,5,5,5,5,5,5,5,2,2,2,2,5,2,4,0.0,1.0,satisfied
Female,Loyal Customer,31,Business travel,Business,3270,3,3,1,3,3,4,3,3,1,1,4,4,2,3,0.0,0.0,satisfied
Male,Loyal Customer,47,Business travel,Business,2374,4,3,3,3,1,3,4,4,4,4,4,4,4,4,0.0,8.0,neutral or dissatisfied
Male,Loyal Customer,8,Personal Travel,Eco,2029,2,2,2,3,2,2,2,2,1,2,2,1,2,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,20,Business travel,Business,4249,2,2,2,2,4,3,4,4,2,5,3,1,3,4,0.0,0.0,satisfied
Male,Loyal Customer,46,Personal Travel,Eco,2011,1,4,1,4,1,1,1,1,4,1,4,3,3,1,2.0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,1607,4,4,4,4,2,3,5,4,4,4,4,3,4,4,29.0,9.0,satisfied
Female,disloyal Customer,22,Business travel,Business,1389,5,0,5,2,4,0,4,4,4,3,5,4,5,4,0.0,0.0,satisfied
Male,Loyal Customer,39,Business travel,Business,265,3,3,3,3,3,4,2,4,4,4,4,3,4,4,0.0,0.0,satisfied
Male,Loyal Customer,56,Business travel,Business,571,4,4,4,4,2,4,5,5,5,5,5,4,5,3,0.0,0.0,satisfied
Male,Loyal Customer,36,Business travel,Business,3469,4,4,4,4,1,3,4,2,2,2,4,3,2,1,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,554,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0.0,0.0,satisfied
Female,disloyal Customer,25,Business travel,Eco,2080,3,3,3,4,2,3,2,2,1,5,4,1,4,2,31.0,18.0,neutral or dissatisfied
Male,Loyal Customer,9,Personal Travel,Eco,2266,3,5,3,5,5,3,5,5,4,3,5,4,5,5,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,Personal Travel,Eco,571,5,5,4,2,5,5,5,2,2,4,2,5,2,3,19.0,3.0,satisfied
Male,disloyal Customer,17,Business travel,Eco,1748,2,1,1,4,4,2,4,4,5,3,5,4,4,4,2.0,0.0,satisfied
Male,disloyal Customer,23,Business travel,Eco,2174,5,0,5,1,2,5,2,2,3,3,4,2,2,2,0.0,0.0,satisfied
Male,Loyal Customer,15,Business travel,Eco Plus,1807,5,3,4,3,5,5,4,5,2,2,4,3,1,5,0.0,2.0,satisfied
Female,Loyal Customer,27,Business travel,Business,3589,4,4,4,4,5,5,5,5,3,3,5,5,5,5,18.0,6.0,satisfied
Female,Loyal Customer,29,Business travel,Business,1799,2,3,3,3,2,2,2,2,3,3,4,2,4,2,12.0,11.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Eco,1821,3,0,3,3,1,3,1,1,3,1,2,5,2,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,12,Personal Travel,Eco,2217,1,4,1,2,4,1,4,4,5,4,5,3,4,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Eco,2162,3,4,4,4,3,3,3,3,4,4,2,3,2,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,18,Business travel,Business,3659,1,4,2,4,1,1,1,1,1,4,3,3,3,1,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,68,Personal Travel,Eco,365,4,4,5,4,5,3,5,5,5,5,5,5,5,4,0.0,4.0,satisfied
Male,Loyal Customer,26,Personal Travel,Eco,1698,1,4,1,2,4,1,4,4,4,1,5,5,3,4,63.0,67.0,neutral or dissatisfied
Female,Loyal Customer,51,Personal Travel,Eco,979,4,5,5,5,5,3,4,4,4,4,4,5,4,2,15.0,19.0,satisfied
Female,Loyal Customer,21,Business travel,Business,4494,4,4,4,4,4,4,5,4,3,4,4,4,5,4,2.0,0.0,satisfied
Female,disloyal Customer,27,Business travel,Eco Plus,2085,2,2,2,4,2,2,4,2,1,3,4,1,4,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,Business travel,Business,1693,3,3,3,3,2,4,5,5,5,5,5,5,5,3,0.0,0.0,satisfied
Female,Loyal Customer,44,Business travel,Business,2517,4,4,4,4,4,3,5,5,5,5,5,3,5,4,0.0,0.0,satisfied
Male,Loyal Customer,39,Business travel,Eco,1378,1,3,3,3,1,1,1,1,3,1,2,1,2,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,51,Business travel,Business,1565,2,2,1,2,5,4,5,4,4,4,4,4,4,5,17.0,2.0,satisfied
Female,Loyal Customer,50,Business travel,Eco,605,3,5,5,5,2,1,5,3,3,3,3,3,3,3,0.0,0.0,satisfied
Male,Loyal Customer,59,Personal Travel,Eco,1672,3,0,3,3,2,3,2,2,3,2,5,3,4,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,2732,4,4,4,4,2,4,5,5,5,5,5,3,5,3,5.0,21.0,satisfied
Female,Loyal Customer,38,Business travel,Eco,2101,3,4,4,4,3,3,3,3,1,2,4,4,4,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,3198,4,4,4,4,2,5,5,5,5,5,5,3,5,5,0.0,8.0,satisfied
Male,Loyal Customer,48,Business travel,Eco Plus,1571,4,1,1,1,4,4,4,4,4,4,5,3,2,4,0.0,0.0,satisfied
Female,Loyal Customer,53,Personal Travel,Eco,478,1,1,1,1,3,3,3,3,5,5,3,4,5,3,0.0,0.0,satisfied
Female,Loyal Customer,23,Business travel,Business,1888,2,5,2,2,5,5,5,5,3,2,5,5,5,5,0.0,0.0,satisfied
Male,Loyal Customer,47,Personal Travel,Eco,2089,2,4,2,2,5,2,5,5,3,5,5,3,4,5,37.0,22.0,neutral or dissatisfied
Male,Loyal Customer,24,Business travel,Business,4170,3,3,3,3,3,3,3,3,4,2,2,2,2,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,15,Personal Travel,Eco,2218,4,4,5,4,4,4,4,4,1,1,5,2,3,4,0.0,27.0,satisfied
Female,Loyal Customer,58,Business travel,Business,1764,4,4,4,4,3,5,5,5,5,5,5,5,5,5,0.0,0.0,satisfied
Female,Loyal Customer,28,Business travel,Business,2909,3,3,3,3,3,3,3,3,2,2,3,3,3,3,0.0,6.0,neutral or dissatisfied
Female,Loyal Customer,44,Personal Travel,Eco,2296,4,4,4,3,3,3,5,2,2,4,2,4,2,4,23.0,13.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Eco,284,3,2,2,2,5,3,3,3,3,3,3,3,3,2,2.0,9.0,neutral or dissatisfied
Female,Loyal Customer,35,Personal Travel,Eco,1671,4,4,5,4,3,2,1,3,3,4,3,5,3,2,27.0,18.0,satisfied
Female,Loyal Customer,43,Business travel,Eco,1090,3,1,1,1,5,5,3,2,2,3,2,1,2,2,0.0,0.0,satisfied
Male,Loyal Customer,45,Business travel,Business,1168,4,4,4,4,2,5,5,4,4,4,4,5,4,5,0.0,0.0,satisfied
Male,Loyal Customer,61,Personal Travel,Eco,1809,2,4,2,2,5,2,5,5,3,3,4,4,4,5,4.0,1.0,neutral or dissatisfied
Male,Loyal Customer,51,Business travel,Business,1665,2,2,3,2,3,4,4,5,5,5,5,4,5,5,0.0,0.0,satisfied
Male,Loyal Customer,19,Personal Travel,Eco,1656,4,5,4,4,5,4,4,5,4,3,4,3,5,5,0.0,0.0,satisfied
Male,Loyal Customer,49,Business travel,Business,2464,3,3,3,3,3,4,5,2,2,2,2,5,2,5,0.0,0.0,satisfied
Female,disloyal Customer,24,Business travel,Business,2128,5,0,5,3,5,5,5,5,4,4,4,5,5,5,0.0,0.0,satisfied
Male,disloyal Customer,49,Business travel,Business,2481,3,3,3,5,2,3,3,2,4,4,4,5,4,2,19.0,108.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,2239,2,2,2,4,5,2,4,5,1,1,3,4,4,5,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,29,Personal Travel,Eco,2185,2,2,2,2,3,4,4,5,5,5,5,5,5,3,0.0,1.0,satisfied
Male,Loyal Customer,60,Business travel,Business,3345,5,5,5,5,5,4,5,4,4,4,4,4,4,4,0.0,0.0,satisfied
Male,Loyal Customer,9,Personal Travel,Eco,1614,4,5,4,3,2,4,2,2,2,3,3,5,3,2,0.0,0.0,satisfied
Male,disloyal Customer,21,Business travel,Eco,1976,3,4,3,3,3,3,3,3,1,4,4,2,4,3,16.0,12.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,3465,4,1,4,4,3,5,4,5,5,5,5,4,5,5,0.0,0.0,satisfied
Female,Loyal Customer,25,Business travel,Business,3307,3,1,1,1,3,3,3,3,4,2,3,2,3,3,15.0,0.0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Business,3971,1,1,3,1,5,5,1,4,4,4,4,4,4,4,0.0,0.0,satisfied
Female,Loyal Customer,30,Business travel,Business,5017,5,5,5,5,4,4,4,4,5,2,4,4,4,4,0.0,0.0,satisfied
Female,Loyal Customer,40,Business travel,Business,1619,3,3,3,3,2,5,5,5,5,5,5,4,5,5,15.0,4.0,satisfied
Female,Loyal Customer,17,Personal Travel,Eco Plus,1029,5,1,5,2,3,5,3,3,4,4,3,3,2,3,0.0,5.0,satisfied
Male,Loyal Customer,46,Personal Travel,Eco,2330,3,1,3,4,1,3,1,1,3,3,3,2,3,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,26,Personal Travel,Eco,1746,3,4,3,1,2,3,2,2,5,3,5,4,5,2,0.0,11.0,neutral or dissatisfied
Male,Loyal Customer,51,Business travel,Business,2492,5,5,3,5,4,4,2,4,4,4,4,3,4,3,12.0,5.0,satisfied
Female,Loyal Customer,68,Personal Travel,Eco,334,4,4,4,4,3,5,5,5,5,5,5,4,5,4,8.0,11.0,satisfied
Male,disloyal Customer,37,Business travel,Business,3541,2,2,2,1,3,2,3,3,5,3,4,4,5,3,4.0,2.0,neutral or dissatisfied
Female,Loyal Customer,28,Personal Travel,Business,3266,3,5,3,5,1,3,1,1,3,3,5,5,4,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,27,Personal Travel,Eco,1562,3,5,1,5,5,1,1,5,1,2,3,3,5,5,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,1674,5,0,5,4,5,5,5,5,1,5,2,1,5,5,0.0,0.0,satisfied
Female,Loyal Customer,18,Personal Travel,Eco,1364,4,4,4,4,2,4,4,5,5,4,5,5,5,3,1.0,0.0,satisfied
Female,disloyal Customer,36,Business travel,Eco Plus,1676,3,3,3,5,1,3,1,1,2,1,2,1,4,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Eco,1588,4,4,2,4,4,4,4,4,2,4,5,5,1,4,0.0,18.0,satisfied
Female,Loyal Customer,8,Personal Travel,Eco,1737,4,4,4,4,1,1,5,4,4,4,4,5,4,3,65.0,71.0,satisfied
Male,Loyal Customer,75,Business travel,Eco Plus,1948,4,1,1,1,4,4,4,4,2,3,3,3,4,4,0.0,19.0,neutral or dissatisfied
Male,Loyal Customer,37,Business travel,Business,1490,5,5,5,5,4,5,4,3,3,4,3,5,3,3,0.0,0.0,satisfied
Male,Loyal Customer,32,Business travel,Business,4509,5,5,5,5,5,5,5,5,4,4,5,4,4,5,0.0,0.0,satisfied
Male,Loyal Customer,64,Personal Travel,Eco Plus,2924,3,3,3,3,4,3,4,4,4,3,2,4,2,4,21.0,0.0,neutral or dissatisfied
Female,Loyal Customer,16,Business travel,Business,3480,2,3,5,3,2,2,2,2,1,3,3,3,3,2,0.0,14.0,neutral or dissatisfied
Male,Loyal Customer,65,Personal Travel,Eco,1744,2,5,2,1,1,2,1,1,5,4,4,3,5,1,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Business,1056,0,0,0,4,2,0,2,2,5,5,5,5,5,2,37.0,32.0,satisfied
Male,Loyal Customer,66,Personal Travel,Eco,1552,4,2,4,3,5,4,5,5,1,2,4,3,3,5,6.0,0.0,satisfied
Male,disloyal Customer,24,Business travel,Business,2037,4,5,3,4,2,3,2,2,3,3,5,4,5,2,9.0,3.0,satisfied
Female,Loyal Customer,29,Personal Travel,Eco,1853,3,5,3,4,5,3,2,5,3,2,4,5,4,5,10.0,12.0,neutral or dissatisfied
Female,Loyal Customer,77,Business travel,Business,2114,3,1,2,1,5,2,3,3,3,2,3,4,3,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,55,Personal Travel,Business,89,3,1,3,3,1,5,2,5,5,5,5,1,5,5,0.0,0.0,satisfied
Male,Loyal Customer,54,Business travel,Eco,1242,5,3,3,3,5,5,5,5,3,4,3,1,2,5,0.0,0.0,satisfied
Female,Loyal Customer,61,Personal Travel,Eco Plus,390,3,5,3,4,3,5,5,1,1,3,1,5,1,5,5.0,5.0,neutral or dissatisfied
Female,Loyal Customer,26,Personal Travel,Business,2560,0,0,0,2,2,2,2,3,3,3,2,5,3,4,33.0,18.0,satisfied
Male,Loyal Customer,13,Personal Travel,Eco,1693,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0.0,0.0,satisfied
Female,Loyal Customer,33,Personal Travel,Eco,1307,4,2,1,3,5,1,5,5,2,2,3,1,4,5,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,15,Personal Travel,Eco,1820,1,1,1,1,2,4,4,5,5,5,5,5,5,4,0.0,4.0,satisfied
Female,Loyal Customer,39,Personal Travel,Eco,1897,2,2,2,2,2,2,4,5,5,5,5,3,5,1,93.0,126.0,satisfied
Male,Loyal Customer,32,Business travel,Business,1357,1,4,4,4,1,1,1,1,4,4,4,2,4,1,83.0,125.0,neutral or dissatisfied
Female,Loyal Customer,25,Business travel,Business,2454,5,5,5,5,4,5,4,4,2,2,5,4,2,4,0.0,0.0,satisfied
Female,Loyal Customer,50,Personal Travel,Eco Plus,764,4,4,3,3,3,3,2,2,2,3,2,2,2,3,20.0,22.0,satisfied
Female,Loyal Customer,17,Personal Travel,Eco Plus,1592,0,0,0,3,4,4,4,4,5,2,1,5,1,4,0.0,0.0,satisfied
Male,Loyal Customer,64,Personal Travel,Eco,3893,1,4,1,3,1,2,2,5,4,3,4,2,4,2,16.0,40.0,neutral or dissatisfied
Male,Loyal Customer,11,Business travel,Business,3847,3,2,2,2,3,3,3,2,5,2,3,3,3,3,29.0,24.0,neutral or dissatisfied
Female,Loyal Customer,52,Personal Travel,Eco,863,0,5,0,4,2,0,3,2,3,5,3,4,1,2,0.0,0.0,satisfied
Male,Loyal Customer,25,Personal Travel,Eco,1940,4,3,4,3,4,4,4,4,4,4,4,1,4,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Business,2047,4,4,4,4,5,3,4,4,4,4,4,3,4,4,27.0,0.0,satisfied
Female,Loyal Customer,49,Business travel,Business,3770,3,3,3,3,5,4,5,4,4,4,4,5,4,4,7.0,6.0,satisfied
Male,Loyal Customer,53,Personal Travel,Business,64,2,3,2,3,4,5,3,1,1,2,1,3,1,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,67,Personal Travel,Eco,1143,4,4,4,4,3,5,5,4,4,4,5,5,4,3,38.0,24.0,satisfied
Male,Loyal Customer,43,Personal Travel,Eco,3405,4,4,3,4,5,3,4,5,1,5,3,2,3,5,3.0,30.0,neutral or dissatisfied
Male,Loyal Customer,15,Personal Travel,Eco,1383,4,4,0,2,2,0,1,2,3,5,1,1,5,2,0.0,2.0,satisfied
Male,Loyal Customer,56,Personal Travel,Eco,1571,2,5,2,2,3,2,3,3,5,4,5,4,5,3,5.0,0.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Eco Plus,1082,2,5,5,5,2,2,2,2,2,3,1,4,2,2,62.0,46.0,satisfied
Female,Loyal Customer,10,Personal Travel,Business,1423,5,4,5,3,2,4,4,2,2,5,2,5,2,4,0.0,0.0,satisfied
Male,disloyal Customer,20,Business travel,Eco,2317,3,3,3,3,2,3,2,2,4,2,3,2,3,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,31,Business travel,Business,4545,0,5,0,1,2,2,2,2,5,5,3,2,2,2,0.0,0.0,satisfied
Female,disloyal Customer,39,Business travel,Business,1754,3,3,3,3,2,3,2,2,5,4,4,3,4,2,6.0,1.0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Business,300,1,3,3,3,1,3,3,1,1,1,1,1,1,3,42.0,22.0,neutral or dissatisfied
Male,disloyal Customer,30,Business travel,Business,2105,4,4,4,3,3,4,3,3,3,5,5,4,5,3,24.0,27.0,satisfied
Female,disloyal Customer,72,Business travel,Business,1776,1,1,1,2,4,1,4,4,3,1,2,2,2,4,0.0,2.0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,3236,2,3,3,3,5,3,3,2,2,2,2,1,2,2,22.0,11.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,1456,5,5,4,5,3,4,5,4,4,5,4,4,4,4,1.0,0.0,satisfied
Male,Loyal Customer,7,Personal Travel,Eco Plus,3177,5,4,5,3,4,5,4,4,3,5,4,5,4,4,4.0,0.0,satisfied
Female,disloyal Customer,27,Business travel,Business,1412,2,2,2,1,5,2,1,5,4,5,4,4,4,5,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Business,1901,4,0,4,3,5,4,5,5,4,5,4,5,5,5,0.0,0.0,satisfied
Male,Loyal Customer,55,Personal Travel,Eco,3043,4,3,4,3,2,4,2,2,1,5,4,1,3,2,4.0,0.0,neutral or dissatisfied
Female,Loyal Customer,53,Business travel,Business,1246,5,5,5,5,3,4,4,5,5,4,5,4,5,5,8.0,5.0,satisfied
Female,Loyal Customer,12,Personal Travel,Eco,2103,1,1,1,1,4,4,4,5,5,5,5,5,5,4,0.0,0.0,satisfied
Female,Loyal Customer,43,Business travel,Business,1779,4,4,4,4,4,4,4,4,4,4,4,5,4,3,0.0,0.0,satisfied
Male,Loyal Customer,34,Business travel,Eco Plus,1728,5,3,3,3,5,5,5,5,4,5,5,3,4,5,0.0,0.0,satisfied
Female,Loyal Customer,24,Business travel,Eco,2201,3,1,1,1,3,3,2,3,4,3,3,2,4,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,29,Personal Travel,Business,1334,2,4,2,5,2,2,2,2,4,5,4,3,4,2,39.0,48.0,neutral or dissatisfied
Female,Loyal Customer,58,Business travel,Business,1838,1,1,1,1,2,4,5,4,4,4,4,5,4,4,1.0,0.0,satisfied
Female,disloyal Customer,44,Business travel,Eco,1880,2,3,2,3,3,2,4,3,3,2,3,4,3,3,15.0,19.0,neutral or dissatisfied
Male,Loyal Customer,37,Business travel,Eco,1773,4,3,3,3,4,4,4,4,1,3,4,2,5,4,0.0,0.0,satisfied
Male,disloyal Customer,25,Business travel,Eco,1874,3,2,3,3,3,3,3,3,1,1,4,2,3,3,5.0,2.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,2300,3,3,3,3,5,4,5,4,4,4,4,5,4,3,0.0,0.0,satisfied
Male,Loyal Customer,40,Business travel,Business,284,4,4,5,4,3,5,4,5,5,5,5,4,5,4,0.0,4.0,satisfied
Female,Loyal Customer,41,Personal Travel,Eco,1395,3,3,3,3,3,4,5,5,5,5,5,3,5,5,31.0,10.0,satisfied
Male,Loyal Customer,36,Business travel,Business,3896,2,5,5,5,3,4,4,2,2,2,2,1,2,2,0.0,39.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Eco,3771,3,2,2,2,3,3,3,3,4,1,1,1,3,3,1.0,0.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Eco Plus,1181,5,2,2,2,5,5,5,5,2,3,1,2,4,5,0.0,0.0,satisfied
Female,Loyal Customer,37,Business travel,Business,563,1,0,0,4,3,3,4,4,4,0,4,4,4,1,17.0,6.0,neutral or dissatisfied
Female,Loyal Customer,53,Personal Travel,Eco,469,1,1,1,1,4,4,3,5,5,5,3,1,5,3,0.0,0.0,satisfied
Female,disloyal Customer,34,Business travel,Business,1819,2,2,2,4,2,2,4,2,5,5,5,3,4,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,18,Business travel,Business,2030,2,2,2,2,4,4,4,4,5,4,4,4,5,4,0.0,0.0,satisfied
Female,Loyal Customer,61,Personal Travel,Business,534,4,4,4,4,4,4,4,4,1,1,1,1,4,4,9.0,3.0,satisfied
Male,Loyal Customer,16,Personal Travel,Eco,1821,1,5,1,3,1,1,1,1,3,2,5,3,4,1,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,70,Business travel,Eco,424,3,4,4,4,1,4,4,3,3,3,3,1,3,4,1.0,0.0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Eco,1938,3,1,1,1,3,3,3,3,2,2,3,3,4,3,0.0,9.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Eco,393,5,1,1,1,5,3,1,4,4,5,4,4,4,1,5.0,6.0,satisfied
Male,Loyal Customer,53,Business travel,Business,2009,2,2,2,2,5,4,5,4,4,4,4,3,4,5,0.0,0.0,satisfied
Female,Loyal Customer,23,Business travel,Business,3248,2,2,2,2,4,4,4,4,5,4,3,4,5,4,21.0,24.0,satisfied
Male,Loyal Customer,22,Business travel,Business,3568,1,5,5,5,1,1,1,1,2,2,3,2,3,1,0.0,14.0,neutral or dissatisfied
Female,disloyal Customer,37,Business travel,Eco,1085,4,2,4,3,5,4,2,5,2,5,3,1,3,5,0.0,3.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,1893,4,4,4,4,5,4,5,4,4,5,4,5,4,5,24.0,28.0,satisfied
Female,Loyal Customer,51,Business travel,Business,2066,4,4,4,4,3,3,5,3,3,4,3,5,3,5,0.0,9.0,satisfied
Male,Loyal Customer,16,Personal Travel,Eco,2564,3,4,4,3,4,4,3,4,4,2,5,5,4,4,55.0,28.0,neutral or dissatisfied
Male,Loyal Customer,57,Personal Travel,Eco,1631,4,5,4,4,2,4,2,2,2,1,3,3,3,2,0.0,0.0,satisfied
Female,Loyal Customer,29,Business travel,Business,4656,1,1,1,1,4,4,4,4,4,3,4,5,4,4,0.0,0.0,satisfied
Male,Loyal Customer,36,Business travel,Business,720,3,3,3,3,5,2,3,4,4,4,4,1,4,1,0.0,0.0,satisfied
Female,disloyal Customer,23,Business travel,Eco,2498,3,3,3,2,3,3,3,3,2,3,4,4,5,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,60,Personal Travel,Eco,1777,3,5,3,2,1,3,3,1,4,5,4,3,1,1,12.0,7.0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Business,2484,5,5,5,5,4,5,4,4,4,4,4,3,4,3,11.0,0.0,satisfied
Male,Loyal Customer,46,Business travel,Eco,1741,4,1,1,1,4,4,4,4,5,2,1,5,5,4,48.0,49.0,satisfied
Female,Loyal Customer,35,Business travel,Business,3366,1,1,1,1,1,3,4,1,1,1,1,1,1,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,3143,4,4,4,4,5,4,5,5,5,4,4,5,5,4,0.0,0.0,satisfied
Male,Loyal Customer,50,Business travel,Eco Plus,1690,2,2,2,2,2,2,2,2,3,4,3,2,3,2,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,50,Business travel,Eco,1710,1,1,1,3,3,1,3,3,2,4,4,1,4,3,20.0,19.0,neutral or dissatisfied
Male,Loyal Customer,42,Personal Travel,Eco,1852,3,2,3,3,2,3,2,2,1,1,3,2,4,2,10.0,7.0,neutral or dissatisfied
Male,disloyal Customer,40,Business travel,Business,1331,2,3,3,3,2,3,2,2,3,3,4,4,5,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Personal Travel,Eco,2555,2,2,2,4,2,2,2,2,1,2,3,3,3,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,37,Business travel,Business,3654,2,2,2,2,4,1,2,5,5,4,5,2,5,1,94.0,80.0,satisfied
Female,disloyal Customer,32,Business travel,Eco Plus,1170,3,3,3,1,2,3,2,2,2,5,5,1,5,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Business,3440,1,2,2,2,1,4,4,1,1,1,1,2,1,4,70.0,64.0,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Eco,368,3,2,2,2,4,3,4,3,3,3,3,4,3,4,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,40,Business travel,Business,2249,3,3,3,1,3,3,3,3,5,5,4,4,5,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,17,Personal Travel,Eco,3215,4,4,4,4,2,4,2,2,3,2,4,1,3,2,3.0,0.0,neutral or dissatisfied
Male,Loyal Customer,16,Business travel,Business,2187,1,2,1,1,4,4,4,4,3,3,5,3,4,4,0.0,0.0,satisfied
